timestamp,container,cpu_percent,mem_usage,run_number,scenario
2026-04-14 11:20:10,docker_webui_1,18.75%,822.8MiB / 7.751GiB,5,baseline
2026-04-14 11:20:10,docker_recommender_1,8.93%,707.2MiB / 7.751GiB,5,baseline
2026-04-14 11:20:10,docker_auth_2,3.30%,799.2MiB / 7.751GiB,5,baseline
2026-04-14 11:20:10,docker_registry_1,1.24%,258.1MiB / 7.751GiB,5,baseline
2026-04-14 11:20:10,docker_recommender_2,2.31%,817.6MiB / 7.751GiB,5,baseline
2026-04-14 11:20:10,docker_auth_1,0.56%,667.2MiB / 7.751GiB,5,baseline
2026-04-14 11:20:10,docker_persistence_1,9.58%,728.6MiB / 7.751GiB,5,baseline
2026-04-14 11:20:10,docker_image_2,5.05%,727.2MiB / 7.751GiB,5,baseline
2026-04-14 11:20:10,docker_image_1,1.88%,705.3MiB / 7.751GiB,5,baseline
2026-04-14 11:20:10,docker_db_1,0.77%,105.3MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_webui_1,35.17%,822.8MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_recommender_1,2.84%,707.2MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_auth_2,15.34%,799.4MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_registry_1,0.74%,258.5MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_recommender_2,1.77%,817.7MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_auth_1,2.43%,669.4MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_persistence_1,27.26%,728.6MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_image_2,9.17%,727.5MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_image_1,1.83%,705.3MiB / 7.751GiB,5,baseline
2026-04-14 11:20:22,docker_db_1,1.79%,105.3MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_webui_1,26.56%,822.6MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_recommender_1,1.98%,707.3MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_auth_2,13.00%,799.4MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_registry_1,0.85%,258.5MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_recommender_2,1.43%,817.7MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_auth_1,3.66%,669.4MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_persistence_1,12.82%,728.7MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_image_2,7.23%,727.8MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_image_1,1.24%,705.3MiB / 7.751GiB,5,baseline
2026-04-14 11:20:35,docker_db_1,1.90%,105.4MiB / 7.751GiB,5,baseline
2026-04-14 11:20:47,docker_webui_1,22.34%,822.8MiB / 7.751GiB,5,baseline
2026-04-14 11:20:47,docker_recommender_1,1.27%,707.3MiB / 7.751GiB,5,baseline
2026-04-14 11:20:47,docker_auth_2,3.05%,799.4MiB / 7.751GiB,5,baseline
2026-04-14 11:20:47,docker_registry_1,1.00%,258.5MiB / 7.751GiB,5,baseline
2026-04-14 11:20:47,docker_recommender_2,1.47%,817.7MiB / 7.751GiB,5,baseline
2026-04-14 11:20:47,docker_auth_1,11.73%,669.5MiB / 7.751GiB,5,baseline
2026-04-14 11:20:47,docker_persistence_1,9.27%,728.7MiB / 7.751GiB,5,baseline
2026-04-14 11:20:47,docker_image_2,3.89%,732.9MiB / 7.751GiB,5,baseline
